SCED Time Stamp,Repeated Hour Flag,SUM BASE POINT NON IRR,SUM BASE POINT WGR,SUM BASE POINT PVGR,SUM BASE POINT Remaining Res,SUM GEN TELEM MW,SUM BASE POINT ESR,SUM BASE POINT ESR CHARGING,SUM BASE POINT ESR DISCHARGING
09/05/2026 00:00:20,N,19487.91349601,1948.86145186,.32226315,2370.04131454,23939.09011,.98313852,-100.00001256,100.98315109
09/05/2026 00:05:18,N,19376.54593181,1959.92382764,.32511989,2370.0464428,23772.03771,-13.8716502,-100.00000727,86.12835707
09/05/2026 00:10:18,N,19244.4270935,1982.86026835,.32827519,2370.09523591,23593.21195,-30.99735493,-107.78446927,76.78711434
