DeliveryDate,HourEnding,North,South,West,Houston,SystemTotal,DSTFlag    
01/01/2019,1:00,13164.23181750488554,10072.271223266608298,4484.003995947268662,9231.9860052734375,36952.4930419922,N
01/01/2019,2:00,13555.5923836547798701,10058.366638818359375,4442.3579507690377549,9212.98856875,37269.305541992177,N
01/01/2019,3:00,13941.8456715820339224,10013.956187878412101,4496.9685236450182266,9071.10229755859375,37523.872680664058,N
