"SCED Time Stamp","Repeated Hour Flag","SUM TELEM GEN MW","SUM TELEM DCTIE MW","AGG LOAD SUMMARY"
"04/29/2014 00:00:16","N","31685.34764","-542.3","32227.64764"
"04/29/2014 00:15:08","N","30924.87509","-540.9","31465.77509"
"04/29/2014 00:30:10","N","30310.84891","-542.8","30853.64891"
