SCED Timestamp,Repeated Hour Flag,MW Offered,NSPIN Offer Price
12/05/2025 00:00:19,N,1579.8,0
12/05/2025 00:00:19,N,9978.6,.01
12/05/2025 00:00:19,N,10805.3,.1
