"SCED Time Stamp","Repeated Hour Flag","SUM TELEM DSR LOAD","SUM TELEM DSR GEN"
"04/29/2014 00:00:16","N","1426.2","0"
"04/29/2014 00:15:08","N","1400.9","0"
"04/29/2014 00:30:10","N","1373.9","0"
