DeliveryDate,HourEnding,Price,Source,Sink,DSTFlag
06/27/2026,01:00,0,7RNCHSLR_ALL,CBECII_89,N
06/27/2026,01:00,0,7RNCHSLR_ALL,FPPYD_FPP_G3,N
06/27/2026,01:00,0,A4_DGR1_RN,V4_DGR1_RN,N
