SCED Timestamp,Repeated Hour Flag,MW Offered,REGUP Offer Price
12/05/2025 00:00:19,N,771.1,0
12/05/2025 00:00:19,N,1171.1,.01
12/05/2025 00:00:19,N,1296.1,1.1
