DeliveryDate,HourEnding,RUCTimestamp,SCEDTimestamp,SumSCEDHSLsOnlineSCEDOfflineCOPSouth,SumSCEDHSLsOnlineSCEDOfflineCOPNorth,SumSCEDHSLsOnlineSCEDOfflineCOPWest,SumSCEDHSLsOnlineSCEDOfflineCOPHouston,DSTFlag
09/07/2026,13:00,09/07/2026 12:03:03,09/07/2026 12:05:19,0,0,0,256.2,N
