"SCED Time  Stamp","Repeated Hour  Flag","SUM  BASE POINT NON-WGR","SUM  HASL NON-WGR","SUM  LASL NON-WGR","SUM  BASE POINT WGR","SUM   HASL  WGR","SUM  LASL WGR","SUM  BASE POINT REMAINING RESOURCES","SUM  HASL REMAINING RESOURCES","SUM  LASL REMAINING RESOURCES","SUM  GEN  TELEM  MW"
"04/29/2014 00:00:16","N","8326.79057025","9544.13563537","5418.8356018","1025.17955946","1025.17955946","0","854.81376075","889.07999229","141.49999904","10672.87029"
"04/29/2014 00:15:08","N","7719.91058349","8636.89930725","5010.79928588","966.25799369","1006.36333847","0","854.89429473","861.07999229","131.49999904","9785.57461"
"04/29/2014 00:30:10","N","7111.75178146","8355.89418029","4836.79415893","1055.04957461","1055.04957461","0","854.90314292","861.07999229","131.49999904","9190.90446"
