SASM ID,Delivery Date,Hour Ending,Resource Name,Resource Type,REGUP Awarded,REGUP MCPC,REGDN Awarded,REGDN MCPC,RRSPFR Awarded,RRSFFR Awarded,RRSUFR Awarded,RRS MCPC,ECRSS Awarded,OFFEC Awarded,ECRS MCPC,NSPIN Awarded,NSPIN MCPC
11/27/2025 02:45:05 AM,11/27/2025,05,CROSSETT_BES1,PWRSTR,,,,,1.2,,,10,,,,,
11/27/2025 02:45:05 AM,11/27/2025,05,CROSSETT_BES2,PWRSTR,,,,,1.2,,,10,,,,,
11/27/2025 02:45:05 AM,11/27/2025,05,DANSBY_DANSBYG1,GSREH,,,,,2.1,,,10,,,,,
