SCED Timestamp,Repeated Hour Flag,MW Offered,RRSPFR Offer Price
12/05/2025 00:00:19,N,2046.1,0
12/05/2025 00:00:19,N,7737.4,.01
12/05/2025 00:00:19,N,7767.4,.1
