"SCED Time Stamp","Repeated Hour Flag","SUM TELEM GEN MW","SUM TELEM DCTIE MW","AGG LOAD SUMMARY"
"04/29/2014 00:00:16","N","10672.98389",".3","10672.68389"
"04/29/2014 00:15:08","N","9785.68821",".3","9785.38821"
"04/29/2014 00:30:10","N","9191.01806",".3","9190.71806"
