SCEDTimestamp,SettlementPoint,LMPOriginal,LMPCorrected,PriceCorrectionTime,DSTFlag
05/29/2014 18:05:09,CCEC_CC1,-784.91,-251,05/30/2014 16:00:00,N
05/29/2014 18:05:09,CCEC_GT1,-784.91,-251,05/30/2014 16:00:00,N
05/29/2014 18:05:09,CCEC_GT2,-784.91,-251,05/30/2014 16:00:00,N
