SCED Time Stamp,Repeated Hour Flag,SUM TELEM GEN MW,SUM TELEM DCTIE MW,AGG LOAD SUMMARY
09/05/2026 00:00:20,N,10599.51166,0,10599.51166
09/05/2026 00:05:18,N,10294.70996,0,10294.70996
09/05/2026 00:10:18,N,10364.85088,0,10364.85088
