SCED Time Stamp,Repeated Hour Flag,SUM LSL OUTPUT SCHEDULE,SUM HSL OUTPUT SCHEDULE,SUM OUTPUTSCHEDULE
09/05/2026 00:00:20,N,4.98999977,9.60000038,0
09/05/2026 00:05:18,N,4.98999977,9.60000038,0
09/05/2026 00:10:18,N,4.98999977,9.60000038,0
