SCED Time Stamp,Repeated Hour Flag,QSE,DME,Resource Name,Resource Type,SCED1 Curve-MW1,SCED1 Curve-Price1,SCED1 Curve-MW2,SCED1 Curve-Price2,SCED1 Curve-MW3,SCED1 Curve-Price3,SCED1 Curve-MW4,SCED1 Curve-Price4,SCED1 Curve-MW5,SCED1 Curve-Price5,SCED1 Curve-MW6,SCED1 Curve-Price6,SCED1 Curve-MW7,SCED1 Curve-Price7,SCED1 Curve-MW8,SCED1 Curve-Price8,SCED1 Curve-MW9,SCED1 Curve-Price9,SCED1 Curve-MW10,SCED1 Curve-Price10,SCED1 Curve-MW11,SCED1 Curve-Price11,SCED1 Curve-MW12,SCED1 Curve-Price12,SCED1 Curve-MW13,SCED1 Curve-Price13,SCED1 Curve-MW14,SCED1 Curve-Price14,SCED1 Curve-MW15,SCED1 Curve-Price15,SCED1 Curve-MW16,SCED1 Curve-Price16,SCED1 Curve-MW17,SCED1 Curve-Price17,SCED1 Curve-MW18,SCED1 Curve-Price18,SCED1 Curve-MW19,SCED1 Curve-Price19,SCED1 Curve-MW20,SCED1 Curve-Price20,SCED1 Curve-MW21,SCED1 Curve-Price21,SCED1 Curve-MW22,SCED1 Curve-Price22,SCED1 Curve-MW23,SCED1 Curve-Price23,SCED1 Curve-MW24,SCED1 Curve-Price24,SCED1 Curve-MW25,SCED1 Curve-Price25,SCED1 Curve-MW26,SCED1 Curve-Price26,SCED1 Curve-MW27,SCED1 Curve-Price27,SCED1 Curve-MW28,SCED1 Curve-Price28,SCED1 Curve-MW29,SCED1 Curve-Price29,SCED1 Curve-MW30,SCED1 Curve-Price30,SCED1 Curve-MW31,SCED1 Curve-Price31,SCED1 Curve-MW32,SCED1 Curve-Price32,SCED1 Curve-MW33,SCED1 Curve-Price33,SCED1 Curve-MW34,SCED1 Curve-Price34,SCED1 Curve-MW35,SCED1 Curve-Price35,SCED2 Curve-MW1,SCED2 Curve-Price1,SCED2 Curve-MW2,SCED2 Curve-Price2,SCED2 Curve-MW3,SCED2 Curve-Price3,SCED2 Curve-MW4,SCED2 Curve-Price4,SCED2 Curve-MW5,SCED2 Curve-Price5,SCED2 Curve-MW6,SCED2 Curve-Price6,SCED2 Curve-MW7,SCED2 Curve-Price7,SCED2 Curve-MW8,SCED2 Curve-Price8,SCED2 Curve-MW9,SCED2 Curve-Price9,SCED2 Curve-MW10,SCED2 Curve-Price10,SCED2 Curve-MW11,SCED2 Curve-Price11,SCED2 Curve-MW12,SCED2 Curve-Price12,SCED2 Curve-MW13,SCED2 Curve-Price13,SCED2 Curve-MW14,SCED2 Curve-Price14,SCED2 Curve-MW15,SCED2 Curve-Price15,SCED2 Curve-MW16,SCED2 Curve-Price16,SCED2 Curve-MW17,SCED2 Curve-Price17,SCED2 Curve-MW18,SCED2 Curve-Price18,SCED2 Curve-MW19,SCED2 Curve-Price19,SCED2 Curve-MW20,SCED2 Curve-Price20,SCED2 Curve-MW21,SCED2 Curve-Price21,SCED2 Curve-MW22,SCED2 Curve-Price22,SCED2 Curve-MW23,SCED2 Curve-Price23,SCED2 Curve-MW24,SCED2 Curve-Price24,SCED2 Curve-MW25,SCED2 Curve-Price25,SCED2 Curve-MW26,SCED2 Curve-Price26,SCED2 Curve-MW27,SCED2 Curve-Price27,SCED2 Curve-MW28,SCED2 Curve-Price28,SCED2 Curve-MW29,SCED2 Curve-Price29,SCED2 Curve-MW30,SCED2 Curve-Price30,SCED2 Curve-MW31,SCED2 Curve-Price31,SCED2 Curve-MW32,SCED2 Curve-Price32,SCED2 Curve-MW33,SCED2 Curve-Price33,SCED2 Curve-MW34,SCED2 Curve-Price34,SCED2 Curve-MW35,SCED2 Curve-Price35,Output Schedule,HSL,HDL,LSL,LDL,Telemetered Resource Status,Base Point,Telemetered Net Output,Ramp Rate Up,Ramp Rate Down,AS Capability REGUP,AS Capability REGDN,AS Capability ECRS,AS Capability NSPIN,AS Capability RRSPFR,AS Capability RRSFFR,State of Charge,Minimum SOC,Maximum SOC,AS Awards NSPIN,AS Awards RRSFFR,AS Awards RRSPFR,AS Awards RRSUFR,AS Awards ECRS,AS Awards REGUP,AS Awards REGDN,Bid_Type,Start Up Cold Offer,Start Up Hot Offer,Start Up Inter Offer,Min Gen Cost,Submitted TPO-MW1,Submitted TPO-Price1,Submitted TPO-MW2,Submitted TPO-Price2,Submitted TPO-MW3,Submitted TPO-Price3,Submitted TPO-MW4,Submitted TPO-Price4,Submitted TPO-MW5,Submitted TPO-Price5,Submitted TPO-MW6,Submitted TPO-Price6,Submitted TPO-MW7,Submitted TPO-Price7,Submitted TPO-MW8,Submitted TPO-Price8,Submitted TPO-MW9,Submitted TPO-Price9,Submitted TPO-MW10,Submitted TPO-Price10,Proxy Extension
07/08/2026 00:00:21,N,QMP2M1,YDIST,ABINDUST_ESR1,ESR,-8.5,4.19999980926514,-4.69999980926514,7.8899998664856,-1.5,10.8900003433228,1.60000002384186,23.6800003051758,1.60000002384186,56.4599990844727,3.40000009536743,68.5199966430664,5.30000019073486,70.6600036621094,7.40000009536743,73.0100021362305,9.89999961853027,75.9000015258789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.5,4.19999980926514,-4.69999980926514,7.8899998664856,-1.5,10.8900003433228,1.60000002384186,23.6800003051758,1.60000002384186,56.4599990844727,3.40000009536743,68.5199966430664,5.30000019073486,70.6600036621094,7.40000009536743,73.0100021362305,9.89999961853027,75.9000015258789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9.9,9.89999961853027,-8.5,-8.5,ON,1.59999990463257,1.19753,1.98,1.98,1.98,1.98,.99,.33,0,0,.244,0,25.9,,,,,,,,3PT,,,,,-8.5,4.2,-4.7,7.89,-1.5,10.89,1.6,23.68,1.6,56.46,3.4,68.52,5.3,70.66,7.4,73.01,9.9,75.9,,,No
07/08/2026 00:00:21,N,QTEN26,YLIB1S,ADL_ESR1,ESR,-60,-3.29999995231628,0,16.7000007629395,0,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60,-3.29999995231628,0,16.7000007629395,0,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-60,-60,ON,0,-.65,60,60,24,24,5.8,.4833,120,0,5.59,5.59,59.99,,,,,,,,3PT,,,,,-60,-3.3,0,16.7,0,2000,.1,2000,,,,,,,,,,,,,No
07/08/2026 00:00:21,N,QTEN26,YWINMI,AE_ESR1,ESR,-9.89999961853027,-250,-4,-250,-4,17.2800006866455,0,17.2800006866455,0,43.2999992370605,.5,43.2999992370605,.5,2000,.5,2000,9.89999961853027,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.89999961853027,-250,-4,-250,-4,17.2800006866455,0,17.2800006866455,0,43.2999992370605,.5,43.2999992370605,.5,2000,9.89999961853027,2000,9.89999961853027,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9.9,9.89999961853027,-9.9,-9.89999961853027,ON,0,-3.6,576,576,3.96,3.96,1.98,.0867,19.8,0,3.8943,0,19.47,,,,,,,,3PT,,,,,-9.9,-250,-4,-250,-4,17.28,0,17.28,0,43.3,.5,43.3,.5,2000,9.9,2000,,,,,No
