TAGCLAST_TIME,TAGCLAST_TIME_DST,TIE_LINE_ID,MW_TIE,TEID_TIE
09/07/2026 12:09:52,d,DC_L,-0.400000005960464,289735
09/07/2026 12:09:52,d,DC_E,53.1989364624023,289724
09/07/2026 12:09:52,d,DC_N,-26,289764
