SCED Time Stamp,Repeated Hour Flag,SUM TELEM GEN MW,SUM TELEM DCTIE MW,AGG LOAD SUMMARY
09/05/2026 00:00:20,N,12680.56317,-218.4,12898.96317
09/05/2026 00:05:18,N,12831.79165,-218.5,13050.29165
09/05/2026 00:10:18,N,12746.61558,-218.6,12965.21558
