SCED Timestamp,Repeated Hour Flag,MW Offered,REGDN Offer Price
12/05/2025 00:00:19,N,318.1,0
12/05/2025 00:00:19,N,368.1,.2
12/05/2025 00:00:19,N,393.1,.4
