SCED Timestamp,Repeated Hour Flag,MW Offered,RRSFFR Offer Price
09/05/2026 00:00:20,N,1372.6,0
09/05/2026 00:00:20,N,1402.6,.01
09/05/2026 00:00:20,N,1427.6,.02
