LdfDate,LdfHour,SubStation,DistributionFactor,LoadID,MVARDistributionFactor,MRIDLoad,DSTFlag
08/15/2026,01:00,MIRAGE,0,01NPS-XFM-0001,0,6f09b475-c893-40f6-bcc8-3427ca4c9ed4,N
08/15/2026,01:00,SNOOK,2.3,050,0.649999916553497,{356A1C81-051D-432E-A1E7-2B63E50840C3},N
08/15/2026,01:00,MILLICAN,1,070,0.342594116926193,{D71F619B-5FEB-4D44-B7FC-27097FD8001F},N
