IntervalEnding,Coast,East,FarWest,North,NorthCentral,SouthCentral,Southern,West,SystemTotal,Model,InUseFlag,DSTFlag
03/26/2026 11:45,14440.2001953125,1592.41003417969,7492.72021484375,2101.72998046875,14991.2998046875,8430.83984375,4567.33984375,1421.42004394531,55037.9609375,E,Y,N
03/26/2026 11:45,14441.4873046875,1577.59375,7507.29638671875,2099.830078125,15036.79296875,8450.06640625,4568.90771484375,1416.93640136719,55098.91015625,A6,N,N
03/26/2026 11:50,14482.7001953125,1594.67004394531,7486.39990234375,2108.40991210938,15019.599609375,8441.9697265625,4596.1201171875,1422.77001953125,55152.640625,E,Y,N
