SCEDTimestamp,RepeatedHourFlag,CapREGUPTotal,CapREGDNTotal,CapRRSTotal,CapECRSTotal,CapNSPINTotal,CapREGUP_RRSTotal,CapREGUP_RRS_ECRSTotal,CapREGUP_RRS_ECRS_NSPINTotal
09/07/2026 12:50:20,N,28179,7660.3,22879.1,29013.7,22752.9,35878.2,41029.5,50797.4
