"SCED Time Stamp","Repeated Hour Flag","SUM TELEM GEN MW","SUM TELEM DCTIE MW","AGG LOAD SUMMARY"
"04/29/2014 00:00:16","N","5324.22172","0","5324.22172"
"04/29/2014 00:15:08","N","5329.56197","0","5329.56197"
"04/29/2014 00:30:10","N","5350.31523","0","5350.31523"
