TAGCLAST_TIME,TAGCLAST_TIME_DST,TIE_LINE_ID,MW_TIE,TEID_TIE
01/01/2019 00:09:52,s,DC_L,0.200000002980232,289735
01/01/2019 00:09:52,s,DC_S,0.493484288454056,289734
01/01/2019 00:09:52,s,DC_E,14.7044448852539,289724
