DeliveryDate,HourEnding,CurrentDayForecast,DayAheadForecast,ActualLoad,DayAheadHSL,CurrentDayHSL,DSTFlag
12/09/2015,1,28464.0787,28079.7598,28376.64,38909.7,38609.3,N
12/09/2015,2,27562.8936,27720.496,27620.77,38602.4,38600,N
12/09/2015,3,27368.511,27162.8803,27441.93,38558,38872.3,N
