SCED Timestamp,Repeated Hour Flag,MW Offered,RRSPFR Offer Price
09/05/2026 00:00:20,N,6268.3,0
09/05/2026 00:00:20,N,9861.9,.01
09/05/2026 00:00:20,N,10061.9,.02
