SCED Time Stamp,Repeated Hour Flag,SUM LSL OUTPUT SCHEDULE,SUM HSL OUTPUT SCHEDULE,SUM OUTPUTSCHEDULE
09/05/2026 00:00:20,N,1879.48216636,7466.23505074,5570.93914093
09/05/2026 00:05:18,N,1877.48258635,7463.91013428,5567.21581812
09/05/2026 00:10:18,N,1874.47260659,7460.55683939,5565.4887757
