DeliveryDate,HourEnding,RUCTimestamp,SCEDTimestamp,SumSCEDHSLsOnlineSCEDOfflineCOP,DSTFlag
10/25/2018,18:00,10/25/2018 17:03:01,10/25/2018 17:05:09,0,N
    
