DeliveryDate,HourEnding,Coast,East,FarWest,North,NorthCentral,SouthCentral,Southern,West,SystemTotal,Model,InUseFlag,DSTFlag
06/29/2017,1:00,12042.5664,1585.0483,2329.0618,996.0685,13191.9385,7140.873,3232.8601,1461.603,41980.0196,A3,N,N
06/29/2017,1:00,11706.6953,1567.9846,2374.1614,1046.4407,13298.3301,7288.8477,3402.3481,1506.1333,42190.9412,A6,N,N
06/29/2017,1:00,11950,1497.39,2315.03,1053.25,13130.7002,7050.0298,3518.1001,1466.4399,41980.94,E,N,N
