SCED Timestamp,Repeated Hour Flag,Resource Name,PRICE1_REGUP,PRICE1_REGDN,PRICE1_RRSPFR,PRICE1_RRSUFR,PRICE1_RRSFFR,PRICE1_NSPIN,PRICE1_ECRS,QUANTITY_MW1,PRICE2_REGUP,PRICE2_REGDN,PRICE2_RRSPFR,PRICE2_RRSUFR,PRICE2_RRSFFR,PRICE2_NSPIN,PRICE2_ECRS,QUANTITY_MW2,PRICE3_REGUP,PRICE3_REGDN,PRICE3_RRSPFR,PRICE3_RRSUFR,PRICE3_RRSFFR,PRICE3_NSPIN,PRICE3_ECRS,QUANTITY_MW3,PRICE4_REGUP,PRICE4_REGDN,PRICE4_RRSPFR,PRICE4_RRSUFR,PRICE4_RRSFFR,PRICE4_NSPIN,PRICE4_ECRS,QUANTITY_MW4,PRICE5_REGUP,PRICE5_REGDN,PRICE5_RRSPFR,PRICE5_RRSUFR,PRICE5_RRSFFR,PRICE5_NSPIN,PRICE5_ECRS,QUANTITY_MW5,PRICE6_REGUP,PRICE6_REGDN,PRICE6_RRSPFR,PRICE6_RRSUFR,PRICE6_RRSFFR,PRICE6_NSPIN,PRICE6_ECRS,QUANTITY_MW6,Offer Type
07/08/2026 00:00:21,N,7RNCHSLR_UNIT1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,OFFNS
07/08/2026 00:00:21,N,7RNCHSLR_UNIT1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,ONRES
07/08/2026 00:00:21,N,7RNCHSLR_UNIT1,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,REGDN
