"SCED Time Stamp","Repeated Hour Flag","SUM TELEM GEN MW","SUM TELEM DCTIE MW","AGG LOAD SUMMARY"
"04/29/2014 00:00:16","N","3130.92108","20.3","3110.62108"
"04/29/2014 00:15:08","N","3062.67272","20.3","3042.37272"
"04/29/2014 00:30:10","N","3123.49633","20.1","3103.39633"
