SCED Time Stamp,Repeated Hour Flag,SUM TELEM GEN MW,SUM TELEM DCTIE MW,AGG LOAD SUMMARY
09/05/2026 00:00:20,N,23939.46944,-112.2,24051.66944
09/05/2026 00:05:18,N,23772.41642,-216.5,23988.91642
09/05/2026 00:10:18,N,23593.59053,-225.5,23819.09053
