"Delivery Date","Hour Ending","Sum Cleared DAM Bids","Sum Cleared 3PO","Sum Cleared Energy Only Offers"
"03/10/2014","1","-12699.9","8672.5","4027.4"
"03/10/2014","2","-12127.8","8031.3","4096.6"
"03/10/2014","3","-12073.3","7943.1","4130.2"
