"SCED Time Stamp","Repeated Hour Flag","Price","MW"
"03/10/2014 00:00:13","N","-250","254.59999847"
"03/10/2014 00:00:13","N","-249","1727.20030888"
"03/10/2014 00:00:13","N","-248","1727.20031079"
