"SCED Time Stamp","Repeated Hour Flag","SUM LSL OUTPUT SCHEDULE","SUM HSL OUTPUT SCHEDULE","SUM OUTPUTSCHEDULE"
"04/29/2014 00:00:16","N","1300.3","4184.5","854.8"
"04/29/2014 00:15:08","N","1300.3","4190.5","854.9"
"04/29/2014 00:30:10","N","1300.3","4190.5","854.9"
