SCEDTimestamp,ASType,CappedMCPCOriginal,UncappedMCPCOriginal,CappedMCPCCorrected,UncappedMCPCCorrected,PriceCorrectionTime,RepeatedHourFlag
08/30/2026 09:15:19,REGDN,0.05,0.05,0.03,0.03,09/01/2026 16:00:00,N
