SCED Time Stamp,Repeated Hour Flag,SUM TELEM GEN MW,SUM TELEM DCTIE MW,AGG LOAD SUMMARY
09/05/2026 00:00:20,N,17958.21217,98.4,17859.81217
09/05/2026 00:05:18,N,18085.37001,107.7,17977.67001
09/05/2026 00:10:18,N,18058.48317,107.3,17951.18317
