SCED Timestamp,Repeated Hour Flag,MW Offered,NSPNM Offer Price
12/05/2025 00:00:19,N,6873.3,203.1
12/05/2025 00:05:17,N,5970.8,203.1
12/05/2025 00:10:17,N,5979.9,203.1
