"SCED Time Stamp","Repeated Hour Flag","SUM TELEM GEN MW","SUM TELEM DCTIE MW","AGG LOAD SUMMARY"
"04/29/2014 00:00:16","N","12557.22095","-562.9","13120.12095"
"04/29/2014 00:15:08","N","12746.95219","-561.5","13308.45219"
"04/29/2014 00:30:10","N","12646.01929","-563.2","13209.21929"
