SCED Time Stamp,Repeated Hour Flag,Price,MW
08/26/2026 00:00:29,N,-250,985.40000152
08/26/2026 00:00:29,N,-249,2576.7271128
08/26/2026 00:00:29,N,-248,2576.72912412
